disease,state,year,weeks_reporting,count,population
Measles,Florida,1933,43,993,1609464
Measles,Florida,1934,52,8015,1651015
Measles,Florida,1935,47,1174,1690912
Measles,Florida,1936,39,302,1729972
Measles,Florida,1937,34,394,1769107
Measles,Florida,1938,51,9175,1809314
Measles,Florida,1939,50,2895,1851685
Measles,Florida,1940,48,2192,1897414
Measles,Florida,1941,48,9273,1947696
Measles,Florida,1942,50,4081,2003380
Measles,Florida,1943,47,1683,2065295
Measles,Florida,1944,47,4594,2134374
Measles,Florida,1945,48,977,2211678
Measles,Florida,1946,51,2854,2298419
Measles,Florida,1947,49,1343,2395995
Measles,Florida,1948,43,3928,2506024
Measles,Florida,1949,50,3843,2630391
Measles,Florida,1950,49,2344,2771305
Measles,Florida,1951,48,2270,2930798
Measles,Florida,1952,48,3478,3108815
Measles,Florida,1953,49,1276,3304427
Measles,Florida,1954,52,10945,3516212
Measles,Florida,1955,47,1427,3742111
Measles,Florida,1956,49,5149,3979292
Measles,Florida,1957,44,5262,4224039
Measles,Florida,1958,50,12347,4471651
Measles,Florida,1959,43,3592,4716403
Measles,Florida,1960,46,3723,4951560
Measles,Florida,1961,49,6695,5170995
Measles,Florida,1962,50,4154,5374410
Measles,Florida,1963,47,3754,5563696
Measles,Florida,1964,51,7028,5741474
Measles,Florida,1965,52,3708,5911015
Measles,Florida,1966,51,3931,6076182
Measles,Florida,1967,52,1806,6241386
Measles,Florida,1968,52,573,6411565
Measles,Florida,1969,51,611,6592214
Measles,Florida,1970,51,1445,6789443
Measles,Florida,1971,51,2316,7008662
Measles,Florida,1972,50,1396,7250063
Measles,Florida,1973,51,393,7512296
Measles,Florida,1974,47,228,7793754
Measles,Florida,1975,51,82,8092494
Measles,Florida,1976,51,337,8406176
Measles,Florida,1977,41,301,8732000
Measles,Florida,1978,50,1094,9066647
Measles,Florida,1979,51,607,9406243
Measles,Florida,1980,50,407,9746324
Measles,Florida,1981,46,300,10082727
Measles,Florida,1982,45,214,10414526
Measles,Florida,1983,42,161,10741769
Measles,Florida,1984,37,16,11064644
Measles,Florida,1985,46,113,11383474
Measles,Florida,1986,46,400,11698722
Measles,Florida,1987,41,85,12010988
Measles,Florida,1988,46,167,12321008
Measles,Florida,1989,40,203,12629652
Measles,Florida,1990,46,371,12937926
Measles,Florida,1991,49,297,13246692
Measles,Florida,1992,40,41,13555784
Measles,Florida,1993,46,27,13864752
Measles,Florida,1994,44,21,14173127
Measles,Florida,1995,35,9,14480420
Measles,Florida,1996,18,0,14786125
Measles,Florida,1997,38,8,15089720
Measles,Florida,1998,37,1,15390666
Measles,Florida,1999,37,1,15688408
Measles,Florida,2000,27,2,15982378
Measles,Florida,2001,0,0,16272186
Measles,Florida,2002,40,1,16558219
Measles,Florida,2003,0,0,16841116
Measles,Georgia,1928,47,4637,2901933
Measles,Georgia,1929,48,1180,2903538
Measles,Georgia,1930,51,4459,2908506
Measles,Georgia,1931,47,3053,2917574
Measles,Georgia,1932,45,1009,2930546
Measles,Georgia,1933,50,4628,2947001
Measles,Georgia,1934,27,22965,2966519
Measles,Georgia,1935,4,31,2988679
Measles,Georgia,1936,2,8,3013053
Measles,Georgia,1937,0,0,3039203
Measles,Georgia,1938,39,9272,3066678
Measles,Georgia,1939,51,3623,3095013
Measles,Georgia,1940,48,2934,3123723
Measles,Georgia,1941,48,9350,3152430
Measles,Georgia,1942,50,5417,3181234
Measles,Georgia,1943,47,4105,3210365
Measles,Georgia,1944,47,5448,3240060
Measles,Georgia,1945,49,860,3270567
Measles,Georgia,1946,52,3798,3302139
Measles,Georgia,1947,48,3352,3335044
Measles,Georgia,1948,42,1233,3369557
Measles,Georgia,1949,50,9599,3405968
Measles,Georgia,1950,48,2159,3444578
Measles,Georgia,1951,49,7523,3485627
Measles,Georgia,1952,48,8084,3529052
Measles,Georgia,1953,48,3078,3574711
Measles,Georgia,1954,51,6773,3622453
Measles,Georgia,1955,47,2478,3672121
Measles,Georgia,1956,50,4770,3723548
Measles,Georgia,1957,50,5860,3776555
Measles,Georgia,1958,48,6664,3830954
Measles,Georgia,1959,30,445,3886546
Measles,Georgia,1960,35,217,3943116
Measles,Georgia,1961,31,413,4000512
Measles,Georgia,1962,32,418,4058872
Measles,Georgia,1963,27,200,4118413
Measles,Georgia,1964,35,211,4179370
Measles,Georgia,1965,52,655,4241987
Measles,Georgia,1966,51,244,4306523
Measles,Georgia,1967,50,42,4373252
Measles,Georgia,1968,49,4,4442463
Measles,Georgia,1969,41,2,4514462
Measles,Georgia,1970,44,18,4589575
Measles,Georgia,1971,46,1135,4668031
Measles,Georgia,1972,47,176,4749598
Measles,Georgia,1973,49,51,4833908
Measles,Georgia,1974,47,3,4920562
Measles,Georgia,1975,37,40,5009127
Measles,Georgia,1976,29,5,5099141
Measles,Georgia,1977,45,762,5190101
Measles,Georgia,1978,44,56,5281471
Measles,Georgia,1979,47,555,5372677
Measles,Georgia,1980,48,847,5463105
Measles,Georgia,1981,44,110,5552381
Measles,Georgia,1982,0,0,5641222
Measles,Georgia,1983,43,8,5730681
Measles,Georgia,1984,12,3,5821879
Measles,Georgia,1985,38,8,5916008
Measles,Georgia,1986,33,93,6014339
Measles,Georgia,1987,11,9,6118223
Measles,Georgia,1988,0,0,6229107
Measles,Georgia,1989,24,17,6348546
Measles,Georgia,1990,44,358,6478216
Measles,Georgia,1991,30,15,6619421
Measles,Georgia,1992,14,3,6771458
Measles,Georgia,1993,4,1,6933012
Measles,Georgia,1994,33,3,7102632
Measles,Georgia,1995,27,5,7278710
Measles,Georgia,1996,26,1,7459456
Measles,Georgia,1997,23,0,7642891
Measles,Georgia,1998,35,1,7826830
Measles,Georgia,1999,0,0,8008882
Measles,Georgia,2000,0,0,8186453
Measles,Georgia,2001,37,1,8357323
Measles,Georgia,2002,2,1,8521472
Measles,Georgia,2003,0,0,8679534
Measles,Hawaii,1928,0,0,NA
Measles,Hawaii,1929,0,0,NA
Measles,Hawaii,1930,0,0,NA
Measles,Hawaii,1931,0,0,NA
Measles,Hawaii,1932,0,0,NA
Measles,Hawaii,1933,0,0,NA
Measles,Hawaii,1934,0,0,NA
Measles,Hawaii,1935,0,0,NA
Measles,Hawaii,1936,0,0,NA
Measles,Hawaii,1937,0,0,NA
Measles,Hawaii,1938,0,0,NA
Measles,Hawaii,1939,0,0,NA
Measles,Hawaii,1940,0,0,NA
Measles,Hawaii,1941,0,0,NA
Measles,Hawaii,1942,0,0,NA
Measles,Hawaii,1943,0,0,NA
Measles,Hawaii,1944,0,0,NA
Measles,Hawaii,1945,0,0,NA
Measles,Hawaii,1946,0,0,NA
Measles,Hawaii,1947,0,0,NA
Measles,Hawaii,1948,0,0,NA
Measles,Hawaii,1949,0,0,NA
Measles,Hawaii,1950,23,66,NA
Measles,Hawaii,1951,44,4910,NA
Measles,Hawaii,1952,0,0,NA
Measles,Hawaii,1953,0,0,NA
Measles,Hawaii,1954,50,504,NA
Measles,Hawaii,1955,48,6395,NA
Measles,Hawaii,1956,51,5154,NA
Measles,Hawaii,1957,44,5059,NA
Measles,Hawaii,1958,49,575,NA
Measles,Hawaii,1959,46,3686,NA
Measles,Hawaii,1960,42,5322,632772
Measles,Hawaii,1961,42,195,644295
Measles,Hawaii,1962,49,2649,656083
Measles,Hawaii,1963,45,3559,668199
Measles,Hawaii,1964,48,862,680712
Measles,Hawaii,1965,52,4054,693694
Measles,Hawaii,1966,50,145,707223
Measles,Hawaii,1967,51,177,721381
Measles,Hawaii,1968,52,37,736258
Measles,Hawaii,1969,41,53,751950
Measles,Hawaii,1970,49,192,768561
Measles,Hawaii,1971,49,489,786163
Measles,Hawaii,1972,49,96,804667
Measles,Hawaii,1973,49,30,823931
Measles,Hawaii,1974,42,63,843799
Measles,Hawaii,1975,39,65,864098
Measles,Hawaii,1976,50,11,884635
Measles,Hawaii,1977,41,44,905202
Measles,Hawaii,1978,44,21,925568
Measles,Hawaii,1979,48,77,945486
Measles,Hawaii,1980,48,9,964691
Measles,Hawaii,1981,39,8,982951
Measles,Hawaii,1982,51,5,1000236
Measles,Hawaii,1983,48,1,1016571
Measles,Hawaii,1984,31,173,1031992
Measles,Hawaii,1985,47,24,1046542
Measles,Hawaii,1986,46,30,1060271
Measles,Hawaii,1987,4,2,1073239
Measles,Hawaii,1988,34,20,1085507
Measles,Hawaii,1989,43,31,1097145
Measles,Hawaii,1990,41,41,1108229
Measles,Hawaii,1991,47,22,1118841
Measles,Hawaii,1992,32,49,1129082
Measles,Hawaii,1993,45,15,1139060
Measles,Hawaii,1994,0,0,1148887
Measles,Hawaii,1995,41,0,1158681
Measles,Hawaii,1996,48,34,1168563
Measles,Hawaii,1997,48,6,1178657
Measles,Hawaii,1998,0,0,1189094
Measles,Hawaii,1999,25,1,1200007
Measles,Hawaii,2000,30,2,1211537
Measles,Hawaii,2001,33,7,1223795
Measles,Hawaii,2002,19,1,1236769
Measles,Hawaii,2003,0,0,1250411
Measles,Idaho,1928,26,88,439810
Measles,Idaho,1929,50,717,441831
Measles,Idaho,1930,48,879,445032
Measles,Idaho,1931,33,118,449638
Measles,Idaho,1932,22,40,455546
Measles,Idaho,1933,40,898,462565
Measles,Idaho,1934,42,1194,470502
Measles,Idaho,1935,44,877,479153
Measles,Idaho,1936,45,1300,488300
Measles,Idaho,1937,48,1233,497708
Measles,Idaho,1938,52,2189,507125
Measles,Idaho,1939,51,3619,516277
Measles,Idaho,1940,48,1767,524873
Measles,Idaho,1941,48,511,532679
Measles,Idaho,1942,50,1890,539750
Measles,Idaho,1943,47,3256,546228
Measles,Idaho,1944,47,965,552263
Measles,Idaho,1945,49,1319,558013
Measles,Idaho,1946,50,2209,563648
Measles,Idaho,1947,48,268,569342
Measles,Idaho,1948,44,1517,575277
Measles,Idaho,1949,52,2913,581642
Measles,Idaho,1950,50,1912,588637
Measles,Idaho,1951,47,2109,596401
Measles,Idaho,1952,48,1156,604802
Measles,Idaho,1953,47,1933,613632
Measles,Idaho,1954,50,4405,622669
Measles,Idaho,1955,46,703,631677
Measles,Idaho,1956,51,1994,640410
Measles,Idaho,1957,46,3126,648604
Measles,Idaho,1958,46,3824,655988
Measles,Idaho,1959,45,1624,662279
Measles,Idaho,1960,43,2831,667191
Measles,Idaho,1961,50,1927,670568
Measles,Idaho,1962,52,1620,672783
Measles,Idaho,1963,48,3910,674353
Measles,Idaho,1964,51,2286,675804
Measles,Idaho,1965,52,3119,677665
Measles,Idaho,1966,51,1701,680474
Measles,Idaho,1967,52,413,684778
Measles,Idaho,1968,52,21,691149
Measles,Idaho,1969,41,90,700191
Measles,Idaho,1970,46,98,712567
Measles,Idaho,1971,49,274,728790
Measles,Idaho,1972,49,110,748519
Measles,Idaho,1973,50,256,771163
Measles,Idaho,1974,46,54,796069
Measles,Idaho,1975,51,20,822501
Measles,Idaho,1976,52,1982,849614
Measles,Idaho,1977,47,169,876447
Measles,Idaho,1978,45,4,901920
Measles,Idaho,1979,44,22,924841
Measles,Idaho,1980,0,0,943935
Measles,Idaho,1981,26,2,958227
Measles,Idaho,1982,0,0,968160
Measles,Idaho,1983,4,1,974620
Measles,Idaho,1984,0,0,978566
Measles,Idaho,1985,31,62,980999
Measles,Idaho,1986,28,1,982943
Measles,Idaho,1987,0,0,985431
Measles,Idaho,1988,0,0,989509
Measles,Idaho,1989,6,8,996243
Measles,Idaho,1990,34,22,1006749
Measles,Idaho,1991,31,439,1021923
Measles,Idaho,1992,0,0,1041563
Measles,Idaho,1993,0,0,1065187
Measles,Idaho,1994,24,2,1092302
Measles,Idaho,1995,17,4,1122377
Measles,Idaho,1996,32,2,1154828
Measles,Idaho,1997,1,81,1188999
Measles,Idaho,1998,1,1,1224149
Measles,Idaho,1999,0,0,1259444
Measles,Idaho,2000,0,0,1293953
Measles,Idaho,2001,45,2,1326846
Measles,Idaho,2002,1,0,1358034
Measles,Idaho,2003,0,0,1387648
Measles,Illinois,1928,52,7444,7452677
Measles,Illinois,1929,52,38503,7549407
Measles,Illinois,1930,52,16517,7630654
Measles,Illinois,1931,52,39738,7694112
Measles,Illinois,1932,52,16113,7741450
Measles,Illinois,1933,52,12092,7775489
Measles,Illinois,1934,52,44676,7799181
Measles,Illinois,1935,52,58229,7815568
Measles,Illinois,1936,50,1207,7827746
Measles,Illinois,1937,50,11545,7838842
Measles,Illinois,1938,52,90081,7852004
Measles,Illinois,1939,50,7900,7870402
Measles,Illinois,1940,48,6658,7897241
Measles,Illinois,1941,48,49021,7935138
Measles,Illinois,1942,50,10693,7984156
Measles,Illinois,1943,47,25494,8043736
Measles,Illinois,1944,47,18513,8113342
Measles,Illinois,1945,48,7850,8192452
Measles,Illinois,1946,52,24314,8280545
Measles,Illinois,1947,50,7630,8377103
Measles,Illinois,1948,44,36515,8481594
Measles,Illinois,1949,52,5715,8593475
Measles,Illinois,1950,51,17507,8712176
Measles,Illinois,1951,49,16494,8837066
Measles,Illinois,1952,48,26386,8967327
Measles,Illinois,1953,49,15746,9102054
Measles,Illinois,1954,52,33190,9240284
Measles,Illinois,1955,49,13649,9380993
Measles,Illinois,1956,52,42124,9523089
Measles,Illinois,1957,50,9692,9665415
Measles,Illinois,1958,50,23045,9806743
Measles,Illinois,1959,48,9611,9945778
Measles,Illinois,1960,52,22656,10081158
Measles,Illinois,1961,51,16108,10211657
Measles,Illinois,1962,51,16795,10336802
Measles,Illinois,1963,48,10247,10456318
Measles,Illinois,1964,51,15801,10569938
Measles,Illinois,1965,52,4565,10677402
Measles,Illinois,1966,51,11521,10778459
Measles,Illinois,1967,52,1306,10872870
Measles,Illinois,1968,52,1483,10960403
Measles,Illinois,1969,51,1120,11040840
Measles,Illinois,1970,51,3293,11113976
Measles,Illinois,1971,51,3268,11179635
Measles,Illinois,1972,50,4524,11237725
Measles,Illinois,1973,51,2195,11288189
Measles,Illinois,1974,50,2118,11330985
Measles,Illinois,1975,52,1867,11366089
Measles,Illinois,1976,52,2032,11393493
Measles,Illinois,1977,49,1889,11413206
Measles,Illinois,1978,50,792,11425251
Measles,Illinois,1979,52,1317,11429670
Measles,Illinois,1980,49,339,11426518
Measles,Illinois,1981,41,28,11416303
Measles,Illinois,1982,46,25,11401293
Measles,Illinois,1983,41,195,11384186
Measles,Illinois,1984,51,153,11367670
Measles,Illinois,1985,44,274,11354416
Measles,Illinois,1986,45,414,11347084
Measles,Illinois,1987,49,187,11348335
Measles,Illinois,1988,42,51,11360847
Measles,Illinois,1989,44,2551,11387340
Measles,Illinois,1990,43,1037,11430602
Measles,Illinois,1991,34,6,11492528
Measles,Illinois,1992,29,9,11571098
Measles,Illinois,1993,28,4,11663291
Measles,Illinois,1994,31,18,11766036
Measles,Illinois,1995,25,5,11876178
Measles,Illinois,1996,33,2,11990458
Measles,Illinois,1997,43,9,12105488
Measles,Illinois,1998,6,1,12217753
Measles,Illinois,1999,0,0,12323608
Measles,Illinois,2000,30,4,12419293
Measles,Illinois,2001,42,1,12501805
Measles,Illinois,2002,0,0,12571505
Measles,Illinois,2003,0,0,12629664
Measles,Indiana,1928,52,8470,3186733
Measles,Indiana,1929,52,10391,3214048
Measles,Indiana,1930,52,3915,3238503
Measles,Indiana,1931,52,17628,3259742
Measles,Indiana,1932,52,2914,3278298
Measles,Indiana,1933,51,3570,3294954
Measles,Indiana,1934,51,20943,3310510
Measles,Indiana,1935,50,9967,3325785
Measles,Indiana,1936,49,706,3341613
Measles,Indiana,1937,50,7088,3358847
Measles,Indiana,1938,51,17718,3378355
Measles,Indiana,1939,50,2036,3401030
Measles,Indiana,1940,48,577,3427796
Measles,Indiana,1941,48,13292,3459410
Measles,Indiana,1942,50,3333,3495849
Measles,Indiana,1943,47,9073,3536893
Measles,Indiana,1944,47,5130,3582324
Measles,Indiana,1945,48,1148,3631924
Measles,Indiana,1946,50,10848,3685467
Measles,Indiana,1947,50,2303,3742722
Measles,Indiana,1948,42,14213,3803443
Measles,Indiana,1949,52,3964,3867370
Measles,Indiana,1950,48,6721,3934224
Measles,Indiana,1951,49,4178,4003687
Measles,Indiana,1952,49,7434,4075338
Measles,Indiana,1953,49,6799,4148704
Measles,Indiana,1954,51,22049,4223276
Measles,Indiana,1955,48,3769,4298504
Measles,Indiana,1956,50,16415,4373800
Measles,Indiana,1957,50,8167,4448536
Measles,Indiana,1958,50,18173,4522042
Measles,Indiana,1959,46,4595,4593610
Measles,Indiana,1960,52,10427,4662498
Measles,Indiana,1961,47,5898,4728084
Measles,Indiana,1962,51,7661,4790361
Measles,Indiana,1963,47,5871,4849495
Measles,Indiana,1964,51,22281,4905674
Measles,Indiana,1965,52,2366,4959108
Measles,Indiana,1966,51,5817,5010025
Measles,Indiana,1967,52,678,5058670
Measles,Indiana,1968,52,789,5105306
Measles,Indiana,1969,51,540,5150209
Measles,Indiana,1970,50,287,5193669
Measles,Indiana,1971,50,3086,5235867
Measles,Indiana,1972,50,1271,5276492
Measles,Indiana,1973,49,712,5315101
Measles,Indiana,1974,50,258,5351242
Measles,Indiana,1975,52,519,5384454
Measles,Indiana,1976,52,4337,5414271
Measles,Indiana,1977,48,3894,5440224
Measles,Indiana,1978,48,219,5461843
Measles,Indiana,1979,50,200,5478663
Measles,Indiana,1980,47,110,5490224
Measles,Indiana,1981,38,18,5496400
Measles,Indiana,1982,49,3,5498364
Measles,Indiana,1983,40,371,5497626
Measles,Indiana,1984,42,2,5495700
Measles,Indiana,1985,21,3,5494100
Measles,Indiana,1986,24,38,5494338
Measles,Indiana,1987,0,0,5497929
Measles,Indiana,1988,33,57,5506395
Measles,Indiana,1989,35,112,5521279
Measles,Indiana,1990,44,249,5544159
Measles,Indiana,1991,16,5,5576176
Measles,Indiana,1992,37,12,5616545
Measles,Indiana,1993,14,1,5663995
Measles,Indiana,1994,5,1,5717236
Measles,Indiana,1995,0,0,5774943
Measles,Indiana,1996,0,0,5835746
Measles,Indiana,1997,0,0,5898221
Measles,Indiana,1998,31,2,5960880
Measles,Indiana,1999,30,1,6022172
Measles,Indiana,2000,0,0,6080485
Measles,Indiana,2001,38,2,6134497
Measles,Indiana,2002,18,1,6184258
Measles,Indiana,2003,0,0,6230187
Measles,Iowa,1928,25,702,2464204
Measles,Iowa,1929,45,2041,2467316
Measles,Iowa,1930,44,9791,2470939
Measles,Iowa,1931,50,851,2475431
Measles,Iowa,1932,46,158,2480764
Measles,Iowa,1933,38,824,2486809
Measles,Iowa,1934,52,8694,2493441
Measles,Iowa,1935,51,21849,2500531
Measles,Iowa,1936,44,200,2507949
Measles,Iowa,1937,48,269,2515565
Measles,Iowa,1938,52,5571,2523247
Measles,Iowa,1939,50,5273,2530859
Measles,Iowa,1940,48,5399,2538268
Measles,Iowa,1941,48,4930,2545385
Measles,Iowa,1942,50,6217,2552320
Measles,Iowa,1943,47,5668,2559236
Measles,Iowa,1944,47,4635,2566296
Measles,Iowa,1945,48,1417,2573664
Measles,Iowa,1946,52,3960,2581508
Measles,Iowa,1947,50,4464,2589998
Measles,Iowa,1948,44,8958,2599304
Measles,Iowa,1949,52,2243,2609603
Measles,Iowa,1950,49,10486,2621073
Measles,Iowa,1951,47,2716,2633815
Measles,Iowa,1952,49,3177,2647609
Measles,Iowa,1953,47,10879,2662146
Measles,Iowa,1954,52,12530,2677114
Measles,Iowa,1955,49,7679,2692192
Measles,Iowa,1956,51,8309,2707053
Measles,Iowa,1957,48,8984,2721362
Measles,Iowa,1958,50,12560,2734778
Measles,Iowa,1959,48,11468,2746954
Measles,Iowa,1960,51,1764,2757537
Measles,Iowa,1961,51,5306,2766298
Measles,Iowa,1962,50,10825,2773508
Measles,Iowa,1963,48,7693,2779567
Measles,Iowa,1964,50,22512,2784882
Measles,Iowa,1965,52,9309,2789863
Measles,Iowa,1966,51,5453,2794925
Measles,Iowa,1967,52,826,2800485
Measles,Iowa,1968,52,183,2806962
Measles,Iowa,1969,51,279,2814782
Measles,Iowa,1970,44,894,2824376
Measles,Iowa,1971,50,2712,2835986
Measles,Iowa,1972,49,955,2849068
Measles,Iowa,1973,50,292,2862869
Measles,Iowa,1974,47,133,2876625
Measles,Iowa,1975,47,700,2889554
Measles,Iowa,1976,50,42,2900863
Measles,Iowa,1977,47,3611,2909749
Measles,Iowa,1978,51,87,2915403
Measles,Iowa,1979,47,16,2917020
Measles,Iowa,1980,10,2,2913808
Measles,Iowa,1981,38,1,2905328
Measles,Iowa,1982,0,0,2892485
Measles,Iowa,1983,0,0,2876515
Measles,Iowa,1984,0,0,2858642
Measles,Iowa,1985,0,0,2840067
Measles,Iowa,1986,28,141,2821962
Measles,Iowa,1987,0,0,2805467
Measles,Iowa,1988,0,0,2791702
Measles,Iowa,1989,31,12,2781765
Measles,Iowa,1990,48,26,2776755
Measles,Iowa,1991,38,16,2777459
Measles,Iowa,1992,0,0,2783399
Measles,Iowa,1993,0,0,2793799
Measles,Iowa,1994,28,7,2807893
Measles,Iowa,1995,0,0,2824918
Measles,Iowa,1996,4,0,2844102
Measles,Iowa,1997,1,8,2864655
Measles,Iowa,1998,13,1,2885769
Measles,Iowa,1999,0,0,2906611
Measles,Iowa,2000,31,2,2926324
Measles,Iowa,2001,0,0,2944207
Measles,Iowa,2002,0,0,2960261
Measles,Iowa,2003,0,0,2974671
Measles,Kansas,1928,52,2533,1870614
Measles,Kansas,1929,52,10370,1877675
Measles,Kansas,1930,52,12555,1880999
Measles,Kansas,1931,52,1758,1880090
Measles,Kansas,1932,52,6150,1875485
Measles,Kansas,1933,52,6289,1867988
Measles,Kansas,1934,52,10066,1858410
Measles,Kansas,1935,51,26190,1847551
Measles,Kansas,1936,45,433,1836201
Measles,Kansas,1937,50,782,1825129
Measles,Kansas,1938,52,10745,1815086
Measles,Kansas,1939,49,2889,1806811
Measles,Kansas,1940,48,8059,1801028
Measles,Kansas,1941,48,13494,1798323
Measles,Kansas,1942,50,9423,1798726
Measles,Kansas,1943,47,9840,1802144
Measles,Kansas,1944,47,9814,1808496
Measles,Kansas,1945,48,1662,1817717
Measles,Kansas,1946,52,11881,1829751
Measles,Kansas,1947,50,892,1844556
Measles,Kansas,1948,44,1103,1862098
Measles,Kansas,1949,51,16984,1882351
Measles,Kansas,1950,50,1785,1905299
Measles,Kansas,1951,49,11158,1930840
Measles,Kansas,1952,48,6454,1958508
Measles,Kansas,1953,48,14973,1987719
Measles,Kansas,1954,49,1355,2017855
Measles,Kansas,1955,48,3046,2048260
Measles,Kansas,1956,32,4254,2078237
Measles,Kansas,1957,8,13,2107050
Measles,Kansas,1958,6,71,2133924
Measles,Kansas,1959,0,0,2158054
Measles,Kansas,1960,0,0,2178611
Measles,Kansas,1961,0,0,2194987
Measles,Kansas,1962,0,0,2207524
Measles,Kansas,1963,0,0,2216828
Measles,Kansas,1964,0,0,2223536
Measles,Kansas,1965,0,0,2228303
Measles,Kansas,1966,0,0,2231795
Measles,Kansas,1967,34,97,2234688
Measles,Kansas,1968,50,21,2237660
Measles,Kansas,1969,36,9,2241394
Measles,Kansas,1970,48,76,2246578
Measles,Kansas,1971,48,1409,2253740
Measles,Kansas,1972,42,39,2262744
Measles,Kansas,1973,47,27,2273286
Measles,Kansas,1974,42,188,2285058
Measles,Kansas,1975,50,2147,2297751
Measles,Kansas,1976,50,747,2311047
Measles,Kansas,1977,46,1430,2324623
Measles,Kansas,1978,48,105,2338147
Measles,Kansas,1979,48,75,2351282
Measles,Kansas,1980,44,74,2363679
Measles,Kansas,1981,37,1,2375093
Measles,Kansas,1982,33,44,2385703
Measles,Kansas,1983,0,0,2395798
Measles,Kansas,1984,0,0,2405674
Measles,Kansas,1985,39,1,2415633
Measles,Kansas,1986,48,99,2425980
Measles,Kansas,1987,0,0,2437027
Measles,Kansas,1988,1,1,2449090
Measles,Kansas,1989,44,118,2462495
Measles,Kansas,1990,37,235,2477574
Measles,Kansas,1991,31,9,2494565
Measles,Kansas,1992,38,2,2513287
Measles,Kansas,1993,0,0,2533448
Measles,Kansas,1994,30,1,2554748
Measles,Kansas,1995,25,1,2576878
Measles,Kansas,1996,30,1,2599520
Measles,Kansas,1997,0,0,2622343
Measles,Kansas,1998,0,0,2645005
Measles,Kansas,1999,0,0,2667152
Measles,Kansas,2000,25,2,2688418
Measles,Kansas,2001,3,1,2708510
Measles,Kansas,2002,0,0,2727461
Measles,Kansas,2003,0,0,2745387
Measles,Kentucky,1928,34,5551,2568579
Measles,Kentucky,1929,25,1125,2591170
Measles,Kentucky,1930,29,1841,2614589
Measles,Kentucky,1931,36,4801,2638800
Measles,Kentucky,1932,35,1953,2663574
Measles,Kentucky,1933,34,1560,2688626
Measles,Kentucky,1934,52,11501,2713661
Measles,Kentucky,1935,52,14667,2738373
Measles,Kentucky,1936,49,2205,2762444
Measles,Kentucky,1937,47,6842,2785545
Measles,Kentucky,1938,52,11021,2807341
Measles,Kentucky,1939,51,2258,2827485
Measles,Kentucky,1940,48,2798,2845627
Measles,Kentucky,1941,48,17242,2861513
Measles,Kentucky,1942,50,2353,2875307
Measles,Kentucky,1943,47,10337,2887282
Measles,Kentucky,1944,47,2277,2897723
Measles,Kentucky,1945,49,1588,2906921
Measles,Kentucky,1946,42,7445,2915173
Measles,Kentucky,1947,44,845,2922781
Measles,Kentucky,1948,43,3605,2930049
Measles,Kentucky,1949,47,8393,2937287
Measles,Kentucky,1950,49,4775,2944806
Measles,Kentucky,1951,47,8558,2952855
Measles,Kentucky,1952,47,10603,2961417
Measles,Kentucky,1953,48,3907,2970408
Measles,Kentucky,1954,51,29774,2979745
Measles,Kentucky,1955,49,2213,2989342
Measles,Kentucky,1956,50,17687,2999112
Measles,Kentucky,1957,50,16331,3008967
Measles,Kentucky,1958,48,18348,3018820
Measles,Kentucky,1959,48,6647,3028580
Measles,Kentucky,1960,49,10734,3038156
Measles,Kentucky,1961,50,11259,3047567
Measles,Kentucky,1962,52,6229,3057281
Measles,Kentucky,1963,48,8819,3067882
Measles,Kentucky,1964,50,15076,3079964
Measles,Kentucky,1965,52,3802,3094131
Measles,Kentucky,1966,51,4852,3111003
Measles,Kentucky,1967,52,1486,3131216
Measles,Kentucky,1968,49,141,3155434
Measles,Kentucky,1969,49,71,3184352
Measles,Kentucky,1970,51,1070,3218706
Measles,Kentucky,1971,51,3717,3258930
Measles,Kentucky,1972,49,485,3304064
Measles,Kentucky,1973,51,422,3352745
Measles,Kentucky,1974,49,190,3403533
Measles,Kentucky,1975,51,158,3454903
Measles,Kentucky,1976,50,782,3505235
Measles,Kentucky,1977,49,1192,3552815
Measles,Kentucky,1978,52,122,3595846
Measles,Kentucky,1979,49,60,3632467
Measles,Kentucky,1980,51,63,3660777
Measles,Kentucky,1981,8,1,3679465
Measles,Kentucky,1982,48,2,3689649
Measles,Kentucky,1983,0,0,3693119
Measles,Kentucky,1984,42,1,3691719
Measles,Kentucky,1985,2,2,3687312
Measles,Kentucky,1986,1,3,3681766
Measles,Kentucky,1987,0,0,3676940
Measles,Kentucky,1988,35,35,3674684
Measles,Kentucky,1989,44,43,3676847
Measles,Kentucky,1990,36,42,3685296
Measles,Kentucky,1991,26,26,3701439
Measles,Kentucky,1992,45,280,3724732
Measles,Kentucky,1993,0,0,3754153
Measles,Kentucky,1994,0,0,3788676
Measles,Kentucky,1995,0,0,3827257
Measles,Kentucky,1996,0,0,3868819
Measles,Kentucky,1997,0,0,3912246
Measles,Kentucky,1998,0,0,3956369
Measles,Kentucky,1999,13,0,3999968
Measles,Kentucky,2000,0,0,4041769
Measles,Kentucky,2001,31,2,4080716
Measles,Kentucky,2002,0,0,4116805
Measles,Kentucky,2003,0,0,4150317
Measles,Louisiana,1928,51,5373,2035349
Measles,Louisiana,1929,46,1853,2068979
Measles,Louisiana,1930,48,1816,2101593
Measles,Louisiana,1931,43,244,2132657
Measles,Louisiana,1932,48,1453,2162174
Measles,Louisiana,1933,47,931,2190297
