disease,state,year,weeks_reporting,count,population
Polio,Florida,1971,0,0,7008662
Polio,Florida,1972,0,0,7250063
Polio,Florida,1973,0,0,7512296
Polio,Florida,1974,8,28,7793754
Polio,Florida,1975,14,27,8092494
Polio,Florida,1976,8,25,8406176
Polio,Florida,1977,16,87,8732000
Polio,Florida,1978,24,55,9066647
Polio,Florida,1979,23,39,9406243
Polio,Florida,1980,28,58,9746324
Polio,Florida,1981,32,60,10082727
Polio,Florida,1982,26,47,10414526
Polio,Florida,1983,46,50,10741769
Polio,Florida,1984,50,79,11064644
Polio,Florida,1985,49,71,11383474
Polio,Florida,1986,46,64,11698722
Polio,Florida,1987,46,38,12010988
Polio,Florida,1988,44,49,12321008
Polio,Florida,1989,35,51,12629652
Polio,Florida,1990,43,44,12937926
Polio,Florida,1991,45,60,13246692
Polio,Florida,1992,42,52,13555784
Polio,Florida,1993,47,112,13864752
Polio,Florida,1994,47,52,14173127
Polio,Florida,1995,47,113,14480420
Polio,Florida,1996,46,128,14786125
Polio,Florida,1997,46,145,15089720
Polio,Florida,1998,45,126,15390666
Polio,Florida,1999,46,192,15688408
Polio,Florida,2000,34,67,15982378
Polio,Florida,2001,42,38,16272186
Polio,Florida,2002,45,53,16558219
Polio,Florida,2003,47,103,16841116
Polio,Florida,2004,45,130,17121583
Polio,Florida,2005,49,209,17400396
Polio,Florida,2006,51,233,17678393
Polio,Florida,2007,52,214,17956480
Polio,Florida,2008,52,310,18235627
Polio,Florida,2009,51,515,18516869
Polio,Florida,2010,52,346,18801310
Polio,Florida,2011,52,323,19089928
Polio,Georgia,1938,51,1922,3066678
Polio,Georgia,1939,52,1573,3095013
Polio,Georgia,1940,51,1114,3123723
Polio,Georgia,1941,51,1265,3152430
Polio,Georgia,1942,51,1288,3181234
Polio,Georgia,1943,52,1631,3210365
Polio,Georgia,1944,52,769,3240060
Polio,Georgia,1945,51,833,3270567
Polio,Georgia,1946,50,576,3302139
Polio,Georgia,1947,50,1274,3335044
Polio,Georgia,1948,48,570,3369557
Polio,Georgia,1949,43,238,3405968
Polio,Georgia,1950,50,1041,3444578
Polio,Georgia,1951,47,1111,3485627
Polio,Georgia,1952,48,803,3529052
Polio,Georgia,1953,36,119,3574711
Polio,Georgia,1954,48,341,3622453
Polio,Georgia,1955,46,1015,3672121
Polio,Georgia,1956,0,0,3723548
Polio,Georgia,1957,0,0,3776555
Polio,Georgia,1958,0,0,3830954
Polio,Georgia,1959,0,0,3886546
Polio,Georgia,1960,0,0,3943116
Polio,Georgia,1961,0,0,4000512
Polio,Georgia,1962,0,0,4058872
Polio,Georgia,1963,0,0,4118413
Polio,Georgia,1964,0,0,4179370
Polio,Georgia,1965,0,0,4241987
Polio,Georgia,1966,0,0,4306523
Polio,Georgia,1967,0,0,4373252
Polio,Georgia,1968,0,0,4442463
Polio,Georgia,1969,0,0,4514462
Polio,Georgia,1970,0,0,4589575
Polio,Georgia,1971,0,0,4668031
Polio,Georgia,1972,0,0,4749598
Polio,Georgia,1973,0,0,4833908
Polio,Georgia,1974,6,10,4920562
Polio,Georgia,1975,7,8,5009127
Polio,Georgia,1976,2,2,5099141
Polio,Georgia,1977,19,139,5190101
Polio,Georgia,1978,33,75,5281471
Polio,Georgia,1979,29,81,5372677
Polio,Georgia,1980,40,121,5463105
Polio,Georgia,1981,27,57,5552381
Polio,Georgia,1982,22,39,5641222
Polio,Georgia,1983,48,59,5730681
Polio,Georgia,1984,48,17,5821879
Polio,Georgia,1985,48,98,5916008
Polio,Georgia,1986,47,143,6014339
Polio,Georgia,1987,50,23,6118223
Polio,Georgia,1988,49,40,6229107
Polio,Georgia,1989,40,55,6348546
Polio,Georgia,1990,46,42,6478216
Polio,Georgia,1991,43,50,6619421
Polio,Georgia,1992,39,17,6771458
Polio,Georgia,1993,42,39,6933012
Polio,Georgia,1994,45,27,7102632
Polio,Georgia,1995,49,40,7278710
Polio,Georgia,1996,50,20,7459456
Polio,Georgia,1997,43,15,7642891
Polio,Georgia,1998,34,27,7826830
Polio,Georgia,1999,42,39,8008882
Polio,Georgia,2000,43,40,8186453
Polio,Georgia,2001,38,14,8357323
Polio,Georgia,2002,39,15,8521472
Polio,Georgia,2003,47,27,8679534
Polio,Georgia,2004,37,42,8832236
Polio,Georgia,2005,47,42,8980398
Polio,Georgia,2006,44,23,9124929
Polio,Georgia,2007,31,23,9266815
Polio,Georgia,2008,39,56,9407124
Polio,Georgia,2009,48,146,9546998
Polio,Georgia,2010,51,110,9687653
Polio,Georgia,2011,49,74,9830160
Polio,Hawaii,1938,0,0,NA
Polio,Hawaii,1939,0,0,NA
Polio,Hawaii,1940,0,0,NA
Polio,Hawaii,1941,0,0,NA
Polio,Hawaii,1942,0,0,NA
Polio,Hawaii,1943,0,0,NA
Polio,Hawaii,1944,0,0,NA
Polio,Hawaii,1945,0,0,NA
Polio,Hawaii,1946,0,0,NA
Polio,Hawaii,1947,0,0,NA
Polio,Hawaii,1948,0,0,NA
Polio,Hawaii,1949,0,0,NA
Polio,Hawaii,1950,13,28,NA
Polio,Hawaii,1951,7,9,NA
Polio,Hawaii,1952,0,0,NA
Polio,Hawaii,1953,0,0,NA
Polio,Hawaii,1954,33,114,NA
Polio,Hawaii,1955,15,30,NA
Polio,Hawaii,1956,0,0,NA
Polio,Hawaii,1957,0,0,NA
Polio,Hawaii,1958,0,0,NA
Polio,Hawaii,1959,0,0,NA
Polio,Hawaii,1960,0,0,632772
Polio,Hawaii,1961,0,0,644295
Polio,Hawaii,1962,0,0,656083
Polio,Hawaii,1963,0,0,668199
Polio,Hawaii,1964,0,0,680712
Polio,Hawaii,1965,0,0,693694
Polio,Hawaii,1966,0,0,707223
Polio,Hawaii,1967,0,0,721381
Polio,Hawaii,1968,0,0,736258
Polio,Hawaii,1969,0,0,751950
Polio,Hawaii,1970,0,0,768561
Polio,Hawaii,1971,0,0,786163
Polio,Hawaii,1972,0,0,804667
Polio,Hawaii,1973,0,0,823931
Polio,Hawaii,1974,0,0,843799
Polio,Hawaii,1975,0,0,864098
Polio,Hawaii,1976,1,1,884635
Polio,Hawaii,1977,0,0,905202
Polio,Hawaii,1978,1,1,925568
Polio,Hawaii,1979,7,11,945486
Polio,Hawaii,1980,0,0,964691
Polio,Hawaii,1981,4,4,982951
Polio,Hawaii,1982,2,28,1000236
Polio,Hawaii,1983,22,3,1016571
Polio,Hawaii,1984,45,82,1031992
Polio,Hawaii,1985,48,17,1046542
Polio,Hawaii,1986,47,37,1060271
Polio,Hawaii,1987,51,231,1073239
Polio,Hawaii,1988,52,61,1085507
Polio,Hawaii,1989,30,31,1097145
Polio,Hawaii,1990,48,113,1108229
Polio,Hawaii,1991,48,66,1118841
Polio,Hawaii,1992,41,51,1129082
Polio,Hawaii,1993,47,24,1139060
Polio,Hawaii,1994,46,25,1148887
Polio,Hawaii,1995,49,53,1158681
Polio,Hawaii,1996,47,24,1168563
Polio,Hawaii,1997,47,14,1178657
Polio,Hawaii,1998,38,16,1189094
Polio,Hawaii,1999,37,32,1200007
Polio,Hawaii,2000,44,32,1211537
Polio,Hawaii,2001,31,41,1223795
Polio,Hawaii,2002,38,15,1236769
Polio,Hawaii,2003,31,12,1250411
Polio,Hawaii,2004,39,25,1264675
Polio,Hawaii,2005,46,144,1279509
Polio,Hawaii,2006,47,80,1294861
Polio,Hawaii,2007,43,17,1310676
Polio,Hawaii,2008,42,16,1326896
Polio,Hawaii,2009,49,26,1343459
Polio,Hawaii,2010,22,39,1360301
Polio,Hawaii,2011,44,65,1377367
Polio,Idaho,1938,50,554,507125
Polio,Idaho,1939,52,221,516277
Polio,Idaho,1940,51,392,524873
Polio,Idaho,1941,51,598,532679
Polio,Idaho,1942,51,250,539750
Polio,Idaho,1943,52,155,546228
Polio,Idaho,1944,52,213,552263
Polio,Idaho,1945,52,363,558013
Polio,Idaho,1946,47,484,563648
Polio,Idaho,1947,50,524,569342
Polio,Idaho,1948,43,274,575277
Polio,Idaho,1949,41,140,581642
Polio,Idaho,1950,45,766,588637
Polio,Idaho,1951,42,275,596401
Polio,Idaho,1952,43,219,604802
Polio,Idaho,1953,29,96,613632
Polio,Idaho,1954,37,170,622669
Polio,Idaho,1955,44,194,631677
Polio,Idaho,1956,0,0,640410
Polio,Idaho,1957,0,0,648604
Polio,Idaho,1958,0,0,655988
Polio,Idaho,1959,0,0,662279
Polio,Idaho,1960,0,0,667191
Polio,Idaho,1961,0,0,670568
Polio,Idaho,1962,0,0,672783
Polio,Idaho,1963,0,0,674353
Polio,Idaho,1964,0,0,675804
Polio,Idaho,1965,0,0,677665
Polio,Idaho,1966,0,0,680474
Polio,Idaho,1967,0,0,684778
Polio,Idaho,1968,0,0,691149
Polio,Idaho,1969,0,0,700191
Polio,Idaho,1970,0,0,712567
Polio,Idaho,1971,0,0,728790
Polio,Idaho,1972,0,0,748519
Polio,Idaho,1973,0,0,771163
Polio,Idaho,1974,3,5,796069
Polio,Idaho,1975,4,9,822501
Polio,Idaho,1976,5,8,849614
Polio,Idaho,1977,6,8,876447
Polio,Idaho,1978,3,4,901920
Polio,Idaho,1979,1,3,924841
Polio,Idaho,1980,6,10,943935
Polio,Idaho,1981,3,4,958227
Polio,Idaho,1982,8,12,968160
Polio,Idaho,1983,42,15,974620
Polio,Idaho,1984,49,7,978566
Polio,Idaho,1985,23,16,980999
Polio,Idaho,1986,48,51,982943
Polio,Idaho,1987,46,73,985431
Polio,Idaho,1988,49,353,989509
Polio,Idaho,1989,36,61,996243
Polio,Idaho,1990,44,49,1006749
Polio,Idaho,1991,44,29,1021923
Polio,Idaho,1992,43,42,1041563
Polio,Idaho,1993,42,114,1065187
Polio,Idaho,1994,43,174,1092302
Polio,Idaho,1995,47,96,1122377
Polio,Idaho,1996,46,129,1154828
Polio,Idaho,1997,51,657,1188999
Polio,Idaho,1998,49,267,1224149
Polio,Idaho,1999,50,119,1259444
Polio,Idaho,2000,46,65,1293953
Polio,Idaho,2001,50,153,1326846
Polio,Idaho,2002,48,128,1358034
Polio,Idaho,2003,44,81,1387648
Polio,Idaho,2004,45,36,1415847
Polio,Idaho,2005,49,229,1442820
Polio,Idaho,2006,48,63,1468781
Polio,Idaho,2007,50,42,1493967
Polio,Idaho,2008,47,29,1518639
Polio,Idaho,2009,52,72,1543076
Polio,Idaho,2010,51,157,1567582
Polio,Idaho,2011,51,144,1592422
Polio,Illinois,1938,51,13260,7852004
Polio,Illinois,1939,52,13525,7870402
Polio,Illinois,1940,51,8388,7897241
Polio,Illinois,1941,51,7603,7935138
Polio,Illinois,1942,51,11076,7984156
Polio,Illinois,1943,52,7917,8043736
Polio,Illinois,1944,52,3750,8113342
Polio,Illinois,1945,52,3861,8192452
Polio,Illinois,1946,52,5388,8280545
Polio,Illinois,1947,51,4782,8377103
Polio,Illinois,1948,52,2294,8481594
Polio,Illinois,1949,52,3972,8593475
Polio,Illinois,1950,51,3273,8712176
Polio,Illinois,1951,48,1364,8837066
Polio,Illinois,1952,48,984,8967327
Polio,Illinois,1953,48,541,9102054
Polio,Illinois,1954,51,1907,9240284
Polio,Illinois,1955,51,1772,9380993
Polio,Illinois,1956,0,0,9523089
Polio,Illinois,1957,0,0,9665415
Polio,Illinois,1958,0,0,9806743
Polio,Illinois,1959,0,0,9945778
Polio,Illinois,1960,0,0,10081158
Polio,Illinois,1961,0,0,10211657
Polio,Illinois,1962,0,0,10336802
Polio,Illinois,1963,0,0,10456318
Polio,Illinois,1964,0,0,10569938
Polio,Illinois,1965,0,0,10677402
Polio,Illinois,1966,0,0,10778459
Polio,Illinois,1967,0,0,10872870
Polio,Illinois,1968,0,0,10960403
Polio,Illinois,1969,0,0,11040840
Polio,Illinois,1970,0,0,11113976
Polio,Illinois,1971,0,0,11179635
Polio,Illinois,1972,0,0,11237725
Polio,Illinois,1973,0,0,11288189
Polio,Illinois,1974,39,213,11330985
Polio,Illinois,1975,37,88,11366089
Polio,Illinois,1976,23,38,11393493
Polio,Illinois,1977,18,76,11413206
Polio,Illinois,1978,27,112,11425251
Polio,Illinois,1979,28,136,11429670
Polio,Illinois,1980,24,107,11426518
Polio,Illinois,1981,24,69,11416303
Polio,Illinois,1982,33,147,11401293
Polio,Illinois,1983,48,136,11384186
Polio,Illinois,1984,51,23,11367670
Polio,Illinois,1985,46,46,11354416
Polio,Illinois,1986,44,37,11347084
Polio,Illinois,1987,44,17,11348335
Polio,Illinois,1988,39,17,11360847
Polio,Illinois,1989,22,52,11387340
Polio,Illinois,1990,43,293,11430602
Polio,Illinois,1991,39,45,11492528
Polio,Illinois,1992,38,37,11571098
Polio,Illinois,1993,39,327,11663291
Polio,Illinois,1994,44,91,11766036
Polio,Illinois,1995,40,93,11876178
Polio,Illinois,1996,41,140,11990458
Polio,Illinois,1997,46,96,12105488
Polio,Illinois,1998,41,83,12217753
Polio,Illinois,1999,34,55,12323608
Polio,Illinois,2000,47,72,12419293
Polio,Illinois,2001,44,68,12501805
Polio,Illinois,2002,43,165,12571505
Polio,Illinois,2003,0,0,12629664
Polio,Illinois,2004,29,486,12677615
Polio,Illinois,2005,46,669,12716740
Polio,Illinois,2006,48,451,12748461
Polio,Illinois,2007,43,164,12774230
Polio,Illinois,2008,48,492,12795519
Polio,Illinois,2009,49,564,12813820
Polio,Illinois,2010,45,810,12830632
Polio,Illinois,2011,51,943,12847214
Polio,Indiana,1938,51,940,3378355
Polio,Indiana,1939,52,2386,3401030
Polio,Indiana,1940,51,1672,3427796
Polio,Indiana,1941,51,1199,3459410
Polio,Indiana,1942,51,1885,3495849
Polio,Indiana,1943,52,2351,3536893
Polio,Indiana,1944,52,936,3582324
Polio,Indiana,1945,52,1049,3631924
Polio,Indiana,1946,52,1175,3685467
Polio,Indiana,1947,51,2252,3742722
Polio,Indiana,1948,51,999,3803443
Polio,Indiana,1949,52,989,3867370
Polio,Indiana,1950,51,1607,3934224
Polio,Indiana,1951,48,948,4003687
Polio,Indiana,1952,48,703,4075338
Polio,Indiana,1953,48,745,4148704
Polio,Indiana,1954,50,1379,4223276
Polio,Indiana,1955,51,1953,4298504
Polio,Indiana,1956,0,0,4373800
Polio,Indiana,1957,0,0,4448536
Polio,Indiana,1958,0,0,4522042
Polio,Indiana,1959,0,0,4593610
Polio,Indiana,1960,0,0,4662498
Polio,Indiana,1961,0,0,4728084
Polio,Indiana,1962,0,0,4790361
Polio,Indiana,1963,0,0,4849495
Polio,Indiana,1964,0,0,4905674
Polio,Indiana,1965,0,0,4959108
Polio,Indiana,1966,0,0,5010025
Polio,Indiana,1967,0,0,5058670
Polio,Indiana,1968,0,0,5105306
Polio,Indiana,1969,0,0,5150209
Polio,Indiana,1970,0,0,5193669
Polio,Indiana,1971,0,0,5235867
Polio,Indiana,1972,0,0,5276492
Polio,Indiana,1973,0,0,5315101
Polio,Indiana,1974,0,0,5351242
Polio,Indiana,1975,1,5,5384454
Polio,Indiana,1976,0,0,5414271
Polio,Indiana,1977,0,0,5440224
Polio,Indiana,1978,24,87,5461843
Polio,Indiana,1979,21,34,5478663
Polio,Indiana,1980,26,96,5490224
Polio,Indiana,1981,30,78,5496400
Polio,Indiana,1982,14,22,5498364
Polio,Indiana,1983,47,64,5497626
Polio,Indiana,1984,47,225,5495700
Polio,Indiana,1985,51,201,5494100
Polio,Indiana,1986,45,29,5494338
Polio,Indiana,1987,36,23,5497929
Polio,Indiana,1988,45,72,5506395
Polio,Indiana,1989,31,60,5521279
Polio,Indiana,1990,44,110,5544159
Polio,Indiana,1991,43,60,5576176
Polio,Indiana,1992,45,63,5616545
Polio,Indiana,1993,47,165,5663995
Polio,Indiana,1994,47,80,5717236
Polio,Indiana,1995,46,78,5774943
Polio,Indiana,1996,48,100,5835746
Polio,Indiana,1997,45,87,5898221
Polio,Indiana,1998,42,134,5960880
Polio,Indiana,1999,47,50,6022172
Polio,Indiana,2000,48,113,6080485
Polio,Indiana,2001,46,96,6134497
Polio,Indiana,2002,43,140,6184258
Polio,Indiana,2003,40,66,6230187
Polio,Indiana,2004,41,286,6272726
Polio,Indiana,2005,47,325,6312336
Polio,Indiana,2006,47,220,6349499
Polio,Indiana,2007,45,55,6384710
Polio,Indiana,2008,47,111,6418480
Polio,Indiana,2009,48,370,6451332
Polio,Indiana,2010,47,603,6483802
Polio,Indiana,2011,48,288,6516343
Polio,Iowa,1938,51,1349,2523247
Polio,Iowa,1939,52,1042,2530859
Polio,Iowa,1940,51,1083,2538268
Polio,Iowa,1941,51,1633,2545385
Polio,Iowa,1942,51,1246,2552320
Polio,Iowa,1943,52,1698,2559236
Polio,Iowa,1944,52,603,2566296
Polio,Iowa,1945,51,292,2573664
Polio,Iowa,1946,52,1013,2581508
Polio,Iowa,1947,50,1124,2589998
Polio,Iowa,1948,52,519,2599304
Polio,Iowa,1949,46,188,2609603
Polio,Iowa,1950,51,1097,2621073
Polio,Iowa,1951,48,462,2633815
Polio,Iowa,1952,47,350,2647609
Polio,Iowa,1953,40,299,2662146
Polio,Iowa,1954,48,384,2677114
Polio,Iowa,1955,50,909,2692192
Polio,Iowa,1956,0,0,2707053
Polio,Iowa,1957,0,0,2721362
Polio,Iowa,1958,0,0,2734778
Polio,Iowa,1959,0,0,2746954
Polio,Iowa,1960,0,0,2757537
Polio,Iowa,1961,0,0,2766298
Polio,Iowa,1962,0,0,2773508
Polio,Iowa,1963,0,0,2779567
Polio,Iowa,1964,0,0,2784882
Polio,Iowa,1965,0,0,2789863
Polio,Iowa,1966,0,0,2794925
Polio,Iowa,1967,0,0,2800485
Polio,Iowa,1968,0,0,2806962
Polio,Iowa,1969,0,0,2814782
Polio,Iowa,1970,0,0,2824376
Polio,Iowa,1971,0,0,2835986
Polio,Iowa,1972,0,0,2849068
Polio,Iowa,1973,0,0,2862869
Polio,Iowa,1974,12,16,2876625
Polio,Iowa,1975,4,4,2889554
Polio,Iowa,1976,3,3,2900863
Polio,Iowa,1977,0,0,2909749
Polio,Iowa,1978,6,10,2915403
Polio,Iowa,1979,4,4,2917020
Polio,Iowa,1980,2,2,2913808
Polio,Iowa,1981,7,8,2905328
Polio,Iowa,1982,7,9,2892485
Polio,Iowa,1983,49,9,2876515
Polio,Iowa,1984,51,15,2858642
Polio,Iowa,1985,46,35,2840067
Polio,Iowa,1986,47,21,2821962
Polio,Iowa,1987,49,59,2805467
Polio,Iowa,1988,51,33,2791702
Polio,Iowa,1989,35,16,2781765
Polio,Iowa,1990,42,20,2776755
Polio,Iowa,1991,47,25,2777459
Polio,Iowa,1992,44,11,2783399
Polio,Iowa,1993,36,38,2793799
Polio,Iowa,1994,41,24,2807893
Polio,Iowa,1995,47,11,2824918
Polio,Iowa,1996,42,28,2844102
Polio,Iowa,1997,49,97,2864655
Polio,Iowa,1998,42,53,2885769
Polio,Iowa,1999,46,56,2906611
Polio,Iowa,2000,46,57,2926324
Polio,Iowa,2001,49,39,2944207
Polio,Iowa,2002,49,132,2960261
Polio,Iowa,2003,41,146,2974671
Polio,Iowa,2004,46,305,2987631
Polio,Iowa,2005,41,919,2999337
Polio,Iowa,2006,46,262,3009996
Polio,Iowa,2007,48,133,3019813
Polio,Iowa,2008,47,173,3029002
Polio,Iowa,2009,46,180,3037776
Polio,Iowa,2010,47,631,3046355
Polio,Iowa,2011,49,206,3054921
Polio,Kansas,1938,51,4777,1815086
Polio,Kansas,1939,52,1599,1806811
Polio,Kansas,1940,51,2145,1801028
Polio,Kansas,1941,51,4834,1798323
Polio,Kansas,1942,51,2508,1798726
Polio,Kansas,1943,52,2860,1802144
Polio,Kansas,1944,52,1766,1808496
Polio,Kansas,1945,52,1528,1817717
Polio,Kansas,1946,52,1113,1829751
Polio,Kansas,1947,51,1714,1844556
Polio,Kansas,1948,52,1506,1862098
Polio,Kansas,1949,51,401,1882351
Polio,Kansas,1950,51,1466,1905299
Polio,Kansas,1951,48,1163,1930840
Polio,Kansas,1952,48,754,1958508
Polio,Kansas,1953,41,170,1987719
Polio,Kansas,1954,46,384,2017855
Polio,Kansas,1955,50,566,2048260
Polio,Kansas,1956,0,0,2078237
Polio,Kansas,1957,0,0,2107050
Polio,Kansas,1958,0,0,2133924
Polio,Kansas,1959,0,0,2158054
Polio,Kansas,1960,0,0,2178611
Polio,Kansas,1961,0,0,2194987
Polio,Kansas,1962,0,0,2207524
Polio,Kansas,1963,0,0,2216828
Polio,Kansas,1964,0,0,2223536
Polio,Kansas,1965,0,0,2228303
Polio,Kansas,1966,0,0,2231795
Polio,Kansas,1967,0,0,2234688
Polio,Kansas,1968,0,0,2237660
Polio,Kansas,1969,0,0,2241394
Polio,Kansas,1970,0,0,2246578
Polio,Kansas,1971,0,0,2253740
Polio,Kansas,1972,0,0,2262744
Polio,Kansas,1973,0,0,2273286
Polio,Kansas,1974,0,0,2285058
Polio,Kansas,1975,0,0,2297751
Polio,Kansas,1976,7,14,2311047
Polio,Kansas,1977,1,1,2324623
Polio,Kansas,1978,0,0,2338147
Polio,Kansas,1979,15,20,2351282
Polio,Kansas,1980,7,16,2363679
Polio,Kansas,1981,7,8,2375093
Polio,Kansas,1982,14,17,2385703
Polio,Kansas,1983,46,58,2395798
Polio,Kansas,1984,49,29,2405674
Polio,Kansas,1985,40,26,2415633
Polio,Kansas,1986,50,1348,2425980
Polio,Kansas,1987,51,16,2437027
Polio,Kansas,1988,50,7,2449090
Polio,Kansas,1989,28,8,2462495
Polio,Kansas,1990,42,23,2477574
Polio,Kansas,1991,36,12,2494565
Polio,Kansas,1992,30,32,2513287
Polio,Kansas,1993,44,24,2533448
Polio,Kansas,1994,47,13,2554748
Polio,Kansas,1995,51,20,2576878
Polio,Kansas,1996,32,16,2599520
Polio,Kansas,1997,38,8,2622343
Polio,Kansas,1998,33,54,2645005
Polio,Kansas,1999,25,15,2667152
Polio,Kansas,2000,42,34,2688418
Polio,Kansas,2001,48,28,2708510
Polio,Kansas,2002,45,57,2727461
Polio,Kansas,2003,44,50,2745387
Polio,Kansas,2004,43,294,2762414
Polio,Kansas,2005,47,525,2778669
Polio,Kansas,2006,50,210,2794284
Polio,Kansas,2007,51,103,2809395
Polio,Kansas,2008,44,54,2824142
Polio,Kansas,2009,48,110,2838668
Polio,Kansas,2010,47,143,2853118
Polio,Kansas,2011,48,137,2867617
Polio,Kentucky,1938,51,2863,2807341
Polio,Kentucky,1939,52,1896,2827485
Polio,Kentucky,1940,51,3058,2845627
Polio,Kentucky,1941,51,3416,2861513
Polio,Kentucky,1942,51,3013,2875307
Polio,Kentucky,1943,52,2259,2887282
Polio,Kentucky,1944,52,2560,2897723
Polio,Kentucky,1945,52,1954,2906921
Polio,Kentucky,1946,52,1296,2915173
Polio,Kentucky,1947,51,1563,2922781
Polio,Kentucky,1948,49,820,2930049
Polio,Kentucky,1949,51,1182,2937287
Polio,Kentucky,1950,50,1875,2944806
Polio,Kentucky,1951,48,1293,2952855
Polio,Kentucky,1952,48,1653,2961417
Polio,Kentucky,1953,47,742,2970408
Polio,Kentucky,1954,52,2086,2979745
Polio,Kentucky,1955,51,2296,2989342
Polio,Kentucky,1956,0,0,2999112
Polio,Kentucky,1957,0,0,3008967
Polio,Kentucky,1958,0,0,3018820
Polio,Kentucky,1959,0,0,3028580
Polio,Kentucky,1960,0,0,3038156
Polio,Kentucky,1961,0,0,3047567
Polio,Kentucky,1962,0,0,3057281
Polio,Kentucky,1963,0,0,3067882
Polio,Kentucky,1964,0,0,3079964
Polio,Kentucky,1965,0,0,3094131
Polio,Kentucky,1966,0,0,3111003
Polio,Kentucky,1967,0,0,3131216
Polio,Kentucky,1968,0,0,3155434
Polio,Kentucky,1969,0,0,3184352
Polio,Kentucky,1970,0,0,3218706
Polio,Kentucky,1971,0,0,3258930
Polio,Kentucky,1972,0,0,3304064
Polio,Kentucky,1973,0,0,3352745
Polio,Kentucky,1974,20,50,3403533
Polio,Kentucky,1975,18,41,3454903
Polio,Kentucky,1976,25,43,3505235
Polio,Kentucky,1977,13,20,3552815
Polio,Kentucky,1978,24,46,3595846
Polio,Kentucky,1979,11,31,3632467
Polio,Kentucky,1980,17,36,3660777
Polio,Kentucky,1981,13,25,3679465
Polio,Kentucky,1982,5,6,3689649
Polio,Kentucky,1983,42,14,3693119
Polio,Kentucky,1984,50,2,3691719
Polio,Kentucky,1985,47,9,3687312
Polio,Kentucky,1986,49,5,3681766
Polio,Kentucky,1987,48,2,3676940
Polio,Kentucky,1988,23,13,3674684
Polio,Kentucky,1989,27,1,3676847
Polio,Kentucky,1990,0,0,3685296
Polio,Kentucky,1991,0,0,3701439
Polio,Kentucky,1992,17,1,3724732
Polio,Kentucky,1993,42,22,3754153
Polio,Kentucky,1994,44,44,3788676
Polio,Kentucky,1995,21,16,3827257
Polio,Kentucky,1996,46,135,3868819
Polio,Kentucky,1997,45,58,3912246
Polio,Kentucky,1998,34,30,3956369
Polio,Kentucky,1999,42,19,3999968
Polio,Kentucky,2000,48,46,4041769
Polio,Kentucky,2001,45,49,4080716
Polio,Kentucky,2002,47,94,4116805
Polio,Kentucky,2003,45,41,4150317
Polio,Kentucky,2004,42,84,4181549
Polio,Kentucky,2005,47,139,4210813
Polio,Kentucky,2006,45,21,4238432
Polio,Kentucky,2007,37,18,4264745
Polio,Kentucky,2008,51,56,4290099
Polio,Kentucky,2009,52,109,4314851
Polio,Kentucky,2010,51,185,4339367
Polio,Kentucky,2011,47,73,4363959
Polio,Louisiana,1938,50,1139,2316360
Polio,Louisiana,1939,52,1141,2340100
Polio,Louisiana,1940,51,924,2363880
Polio,Louisiana,1941,51,393,2387964
Polio,Louisiana,1942,51,317,2412698
Polio,Louisiana,1943,52,333,2438462
Polio,Louisiana,1944,52,146,2465650
Polio,Louisiana,1945,50,287,2494676
Polio,Louisiana,1946,42,295,2525975
Polio,Louisiana,1947,50,474,2560004
Polio,Louisiana,1948,37,260,2597251
Polio,Louisiana,1949,37,107,2638235
Polio,Louisiana,1950,42,224,2683516
Polio,Louisiana,1951,43,166,2733470
Polio,Louisiana,1952,44,210,2787570
Polio,Louisiana,1953,39,105,2845012
Polio,Louisiana,1954,45,159,2904923
Polio,Louisiana,1955,39,143,2966354
Polio,Louisiana,1956,0,0,3028269
Polio,Louisiana,1957,0,0,3089545
Polio,Louisiana,1958,0,0,3148970
Polio,Louisiana,1959,0,0,3205252
Polio,Louisiana,1960,0,0,3257022
Polio,Louisiana,1961,0,0,3303261
Polio,Louisiana,1962,0,0,3344573
Polio,Louisiana,1963,0,0,3382042
Polio,Louisiana,1964,0,0,3416829
Polio,Louisiana,1965,0,0,3450153
Polio,Louisiana,1966,0,0,3483288
Polio,Louisiana,1967,0,0,3517562
Polio,Louisiana,1968,0,0,3554352
Polio,Louisiana,1969,0,0,3595096
Polio,Louisiana,1970,0,0,3641306
Polio,Louisiana,1971,0,0,3694057
Polio,Louisiana,1972,0,0,3752362
Polio,Louisiana,1973,0,0,3814642
Polio,Louisiana,1974,9,17,3879216
Polio,Louisiana,1975,26,64,3944284
Polio,Louisiana,1976,8,10,4007924
Polio,Louisiana,1977,9,11,4068096
Polio,Louisiana,1978,4,4,4122648
Polio,Louisiana,1979,11,19,4169345
Polio,Louisiana,1980,17,33,4205900
Polio,Louisiana,1981,8,8,4230701
Polio,Louisiana,1982,11,23,4244915
Polio,Louisiana,1983,45,13,4250495
Polio,Louisiana,1984,45,10,4249466
Polio,Louisiana,1985,41,18,4243892
Polio,Louisiana,1986,43,15,4235843
Polio,Louisiana,1987,43,50,4227383
Polio,Louisiana,1988,45,20,4220560
Polio,Louisiana,1989,32,31,4217411
Polio,Louisiana,1990,48,34,4219973
Polio,Louisiana,1991,47,17,4229758
Polio,Louisiana,1992,23,15,4246119
Polio,Louisiana,1993,38,9,4267874
Polio,Louisiana,1994,46,12,4293841
Polio,Louisiana,1995,41,18,4322823
